Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,Visibility_Group
FDP44,16.5,Regular,0.0802,Fruits and Vegetables,104.533,OUT017,2007,,Tier 2,Supermarket Type1,1210.5809,Perisable,Low Visibilty
FDC52,11.15,Regular,0.0083,Dairy,149.571,OUT018,2009,Medium,Tier 3,Supermarket Type2,1551.0555,Perisable,Low Visibilty
FDI53,8.9,Regular,0.2304,Frozen Foods,160.524,OUT010,1998,,Tier 3,Grocery Store,347.0292,Non-Perisable,High Visibility
FDZ23,17.75,Regular,0.0675,Baking Goods,187.124,OUT046,1997,Small,Tier 1,Supermarket Type1,2892.1176,Perisable,Low Visibilty
NCT18,14.6,Low Fat,0.0594,Household,182.698,OUT013,1987,High,Tier 3,Supermarket Type1,2784.2772,Household,Low Visibilty
FDR13,9.9,Regular,0.0287,Canned,116.749,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.4732,Non-Perisable,Low Visibilty
FDB09,16.25,Low Fat,0.0961,Fruits and Vegetables,125.005,OUT010,1998,,Tier 3,Grocery Store,223.7854,Perisable,Low Visibilty
FDZ60,20.5,Low Fat,0.1193,Baking Goods,108.86,OUT013,1987,High,Tier 3,Supermarket Type1,1256.927,Perisable,High Visibility
FDB11,16,Low Fat,0.0608,Starchy Foods,225.74,OUT046,1997,Small,Tier 1,Supermarket Type1,3960.0149,Non-Perisable,Low Visibilty
FDC10,9.8,Regular,0.0732,Snack Foods,119.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,1577.5588,Non-Perisable,Low Visibilty
FDW56,7.68,Low Fat,0.0709,Fruits and Vegetables,193.916,OUT035,2004,Small,Tier 2,Supermarket Type1,3453.0021,Perisable,Low Visibilty
FDA38,5.44,Low Fat,0.0256,Dairy,240.754,OUT017,2007,,Tier 2,Supermarket Type1,2257.9147,Perisable,Low Visibilty
FDT11,5.94,Regular,0.0294,Breads,188.756,OUT045,2002,,Tier 2,Supermarket Type1,2567.1808,Perisable,Low Visibilty
FDP15,15.2,Low Fat,0.0839,Meat,257.133,OUT035,2004,Small,Tier 2,Supermarket Type1,4456.8553,Perisable,Low Visibilty
FDV27,7.97,Regular,0.04,Meat,87.651,OUT035,2004,Small,Tier 2,Supermarket Type1,1242.5247,Perisable,Low Visibilty
NCF19,13,Low Fat,0.0352,Household,50.203,OUT049,1999,Medium,Tier 1,Supermarket Type1,747.0348,Household,Low Visibilty
FDF53,20.75,Regular,0.0838,Frozen Foods,182.232,OUT045,2002,,Tier 2,Supermarket Type1,2681.1549,Non-Perisable,Low Visibilty
FDE56,17.25,Regular,0.1592,Fruits and Vegetables,63.819,OUT046,1997,Small,Tier 1,Supermarket Type1,1029.6879,Perisable,High Visibility
FDZ19,6.43,Low Fat,0.0934,Fruits and Vegetables,177.771,OUT035,2004,Small,Tier 2,Supermarket Type1,2378.3532,Perisable,Low Visibilty
FDZ46,7.49,Low Fat,0.0691,Snack Foods,112.123,OUT013,1987,High,Tier 3,Supermarket Type1,1403.6226,Non-Perisable,Low Visibilty
FDR16,5.85,Regular,0.105,Frozen Foods,212.822,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.453,Non-Perisable,High Visibility
FDG29,17.6,Low Fat,0.0565,Frozen Foods,42.145,OUT018,2009,Medium,Tier 3,Supermarket Type2,300.1968,Non-Perisable,Low Visibilty
NCE30,16,Low Fat,0.0997,Household,214.39,OUT017,2007,,Tier 2,Supermarket Type1,3406.1253,Household,Low Visibilty
FDZ40,8.94,Low Fat,0.0402,Frozen Foods,52.93,OUT046,1997,Small,Tier 1,Supermarket Type1,743.7495,Non-Perisable,Low Visibilty
FDG58,10.7,Regular,0.0871,Snack Foods,155.497,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.3732,Non-Perisable,Low Visibilty
DRH03,17.25,Low Fat,0.035,Dairy,94.912,OUT013,1987,High,Tier 3,Supermarket Type1,1283.0374,Perisable,Low Visibilty
FDZ47,20.7,Regular,0.0795,Baking Goods,99.304,OUT045,2002,,Tier 2,Supermarket Type1,1437.52,Perisable,Low Visibilty
FDV04,7.83,Regular,0.1506,Frozen Foods,157.629,OUT018,2009,Medium,Tier 3,Supermarket Type2,1999.2863,Non-Perisable,High Visibility
FDZ10,17.85,Low Fat,0.0446,Snack Foods,126.202,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.4962,Non-Perisable,Low Visibilty
FDG46,8.63,Regular,0.0331,Snack Foods,113.252,OUT017,2007,,Tier 2,Supermarket Type1,1777.5215,Non-Perisable,Low Visibilty
NCF07,9,Low Fat,0.0321,Household,99.402,OUT045,2002,,Tier 2,Supermarket Type1,1274.4542,Household,Low Visibilty
FDY44,14.15,Regular,0.0244,Fruits and Vegetables,194.711,OUT035,2004,Small,Tier 2,Supermarket Type1,3044.446,Perisable,Low Visibilty
FDB21,7.48,Low Fat,0.1484,Fruits and Vegetables,242.485,OUT013,1987,High,Tier 3,Supermarket Type1,3747.1086,Perisable,High Visibility
FDS20,8.85,Low Fat,0.0539,Fruits and Vegetables,182.429,OUT035,2004,Small,Tier 2,Supermarket Type1,2975.2062,Perisable,Low Visibilty
FDS49,9,Low Fat,0.0795,Canned,79.664,OUT049,1999,Medium,Tier 1,Supermarket Type1,1246.8813,Non-Perisable,Low Visibilty
NCQ02,12.6,Low Fat,0.0075,Household,186.756,OUT018,2009,Medium,Tier 3,Supermarket Type2,2617.1105,Household,Low Visibilty
FDR25,17,Regular,0.1394,Canned,264.688,OUT013,1987,High,Tier 3,Supermarket Type1,3302.1558,Non-Perisable,High Visibility
DRG39,14.15,Low Fat,0.0423,Dairy,53.998,OUT045,2002,,Tier 2,Supermarket Type1,816.708,Perisable,Low Visibilty
FDB46,10.5,Regular,0.0938,Snack Foods,213.324,OUT046,1997,Small,Tier 1,Supermarket Type1,2922.5044,Non-Perisable,Low Visibilty
NCC30,16.6,Low Fat,0.0277,Household,179.234,OUT018,2009,Medium,Tier 3,Supermarket Type2,2377.4518,Household,Low Visibilty
FDE58,18.5,Low Fat,0.0521,Snack Foods,119.712,OUT035,2004,Small,Tier 2,Supermarket Type1,1915.0086,Non-Perisable,Low Visibilty
FDY15,18.25,Regular,0.1708,Dairy,157.163,OUT046,1997,Small,Tier 1,Supermarket Type1,1959.3138,Perisable,High Visibility
FDG14,9,Regular,0.0505,Canned,149.802,OUT046,1997,Small,Tier 1,Supermarket Type1,2343.1393,Non-Perisable,Low Visibilty
FDL08,10.8,Low Fat,0,Fruits and Vegetables,243.414,OUT049,1999,Medium,Tier 1,Supermarket Type1,3866.2493,Perisable,Unknown
FDQ47,7.16,Regular,0.168,Breads,33.887,OUT013,1987,High,Tier 3,Supermarket Type1,574.4961,Perisable,High Visibility
FDN12,15.6,Low Fat,0.0811,Baking Goods,110.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1533.9697,Perisable,Low Visibilty
FDW10,21.2,Low Fat,0.0706,Snack Foods,178.237,OUT013,1987,High,Tier 3,Supermarket Type1,2041.6336,Non-Perisable,Low Visibilty
FDD02,16.6,Low Fat,0.0503,Canned,117.712,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.8353,Non-Perisable,Low Visibilty
FDX35,5.04,Regular,0.1338,Breads,229.404,OUT010,1998,,Tier 3,Grocery Store,804.3411,Perisable,High Visibility
FDT35,19.85,Regular,0.0815,Breads,169.582,OUT046,1997,Small,Tier 1,Supermarket Type1,2562.7448,Perisable,Low Visibilty
FDB11,16,Low Fat,0.1018,Starchy Foods,225.74,OUT010,1998,,Tier 3,Grocery Store,527.8669,Non-Perisable,High Visibility
FDN20,19.35,Low Fat,0.0262,Fruits and Vegetables,168.447,OUT045,2002,,Tier 2,Supermarket Type1,2367.1778,Perisable,Low Visibilty
FDB59,18.25,Low Fat,0.0153,Snack Foods,199.408,OUT035,2004,Small,Tier 2,Supermarket Type1,2669.9911,Non-Perisable,Low Visibilty
FDJ58,15.6,Regular,0.1055,Snack Foods,172.876,OUT045,2002,,Tier 2,Supermarket Type1,2491.1074,Non-Perisable,High Visibility
FDU60,20,Regular,0.0599,Baking Goods,168.813,OUT046,1997,Small,Tier 1,Supermarket Type1,2786.6684,Perisable,Low Visibilty
FDS03,7.83,Low Fat,0.0798,Meat,66.283,OUT049,1999,Medium,Tier 1,Supermarket Type1,1108.7489,Perisable,Low Visibilty
DRH15,8.78,Low Fat,0.1101,Dairy,45.743,OUT049,1999,Medium,Tier 1,Supermarket Type1,794.3842,Perisable,High Visibility
FDQ01,19.7,Regular,0.1607,Canned,253.501,OUT046,1997,Small,Tier 1,Supermarket Type1,3319.3855,Non-Perisable,High Visibility
FDF28,15.7,Regular,0.0379,Frozen Foods,124.805,OUT035,2004,Small,Tier 2,Supermarket Type1,1943.9401,Non-Perisable,Low Visibilty
FDD22,10,Low Fat,0.1668,Snack Foods,112.654,OUT010,1998,,Tier 3,Grocery Store,195.2737,Non-Perisable,High Visibility
FDY19,19.75,Low Fat,0.0414,Fruits and Vegetables,117.747,OUT046,1997,Small,Tier 1,Supermarket Type1,1911.6608,Perisable,Low Visibilty
FDN33,6.31,Regular,0.1231,Snack Foods,92.944,OUT035,2004,Small,Tier 2,Supermarket Type1,1229.6215,Non-Perisable,High Visibility
FDV36,18.7,Low Fat,0.0263,Baking Goods,126.202,OUT035,2004,Small,Tier 2,Supermarket Type1,1993.09,Perisable,Low Visibilty
FDW01,14.5,Low Fat,0.1072,Canned,152.468,OUT010,1998,,Tier 3,Grocery Store,325.6634,Non-Perisable,High Visibility
FDJ28,12.3,Low Fat,0.0219,Frozen Foods,192.416,OUT049,1999,Medium,Tier 1,Supermarket Type1,3044.6172,Non-Perisable,Low Visibilty
FDB17,13.15,Low Fat,0.0367,Frozen Foods,179.198,OUT035,2004,Small,Tier 2,Supermarket Type1,2959.0823,Non-Perisable,Low Visibilty
FDM40,10.2,Low Fat,0.1602,Frozen Foods,140.815,OUT049,1999,Medium,Tier 1,Supermarket Type1,1676.6433,Non-Perisable,High Visibility
FDV46,18.2,Low Fat,0,Snack Foods,139.918,OUT045,2002,,Tier 2,Supermarket Type1,1968.3743,Non-Perisable,Unknown
FDQ44,20.5,Low Fat,0.0362,Fruits and Vegetables,119.576,OUT049,1999,Medium,Tier 1,Supermarket Type1,1816.3547,Perisable,Low Visibilty
NCD42,16.5,low fat,0.0126,Health and Hygiene,37.251,OUT046,1997,Small,Tier 1,Supermarket Type1,557.6994,Household,Low Visibilty
DRH37,17.6,Low Fat,0.0416,Soft Drinks,163.853,OUT046,1997,Small,Tier 1,Supermarket Type1,2489.114,Drinks,Low Visibilty
FDR10,17.6,Low Fat,0.0101,Snack Foods,163.555,OUT018,2009,Medium,Tier 3,Supermarket Type2,2227.5864,Non-Perisable,Low Visibilty
FDI53,8.9,Regular,0.1376,Frozen Foods,161.224,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4765,Non-Perisable,High Visibility
FDG16,15.25,Low Fat,0.0898,Frozen Foods,216.419,OUT035,2004,Small,Tier 2,Supermarket Type1,3286.641,Non-Perisable,Low Visibilty
DRB25,12.3,Low Fat,0.0695,Soft Drinks,107.194,OUT046,1997,Small,Tier 1,Supermarket Type1,1627.165,Drinks,Low Visibilty
FDY09,15.6,Low Fat,0.0252,Snack Foods,175.205,OUT046,1997,Small,Tier 1,Supermarket Type1,2837.2492,Non-Perisable,Low Visibilty
FDX48,17.75,Regular,0.038,Baking Goods,153.066,OUT045,2002,,Tier 2,Supermarket Type1,2235.063,Perisable,Low Visibilty
FDC03,8.58,Regular,0.1203,Dairy,196.279,OUT010,1998,,Tier 3,Grocery Store,462.0933,Perisable,High Visibility
FDT47,5.26,Regular,0.0245,Breads,95.907,OUT035,2004,Small,Tier 2,Supermarket Type1,2084.9412,Perisable,Low Visibilty
FDT24,12.35,Regular,0.1869,Baking Goods,75.633,OUT017,2007,,Tier 2,Supermarket Type1,1278.2591,Perisable,High Visibility
NCS38,8.6,Low Fat,0.0902,Household,113.418,OUT035,2004,Small,Tier 2,Supermarket Type1,1819.6101,Household,Low Visibilty
FDO39,6.99,Regular,0.1373,Meat,182.861,OUT035,2004,Small,Tier 2,Supermarket Type1,3308.8065,Perisable,High Visibility
FDA13,15.85,Low Fat,0.0786,Canned,38.751,OUT046,1997,Small,Tier 1,Supermarket Type1,542.3727,Non-Perisable,Low Visibilty
FDO48,15,Regular,0.0268,Baking Goods,220.946,OUT035,2004,Small,Tier 2,Supermarket Type1,3984.4995,Perisable,Low Visibilty
DRJ01,6.14,Low Fat,0.1157,Soft Drinks,159.224,OUT017,2007,,Tier 2,Supermarket Type1,1864.7908,Drinks,High Visibility
FDD53,16.2,Low Fat,0.0444,Frozen Foods,39.945,OUT018,2009,Medium,Tier 3,Supermarket Type2,362.3346,Non-Perisable,Low Visibilty
NCT05,10.9,Low Fat,0.021,Health and Hygiene,255.967,OUT049,1999,Medium,Tier 1,Supermarket Type1,3546.8927,Household,Low Visibilty
FDQ51,16,Regular,0,Meat,45.372,OUT045,2002,,Tier 2,Supermarket Type1,786.8187,Perisable,Unknown
FDU60,20,Regular,0.0599,Baking Goods,167.313,OUT013,1987,High,Tier 3,Supermarket Type1,1804.1166,Perisable,Low Visibilty
FDC59,16.7,Regular,0.0546,Starchy Foods,62.517,OUT046,1997,Small,Tier 1,Supermarket Type1,959.3715,Non-Perisable,Low Visibilty
FDP36,10.4,Regular,0.0912,Baking Goods,52.201,OUT035,2004,Small,Tier 2,Supermarket Type1,908.7586,Perisable,Low Visibilty
NCM19,12.65,Low Fat,0.0475,Others,111.42,OUT017,2007,,Tier 2,Supermarket Type1,1651.9018,Non-Perisable,Low Visibilty
FDL16,12.85,Low Fat,0.1684,Frozen Foods,44.606,OUT035,2004,Small,Tier 2,Supermarket Type1,596.8814,Non-Perisable,High Visibility
FDE50,19.7,Regular,0.0163,Canned,188.156,OUT018,2009,Medium,Tier 3,Supermarket Type2,2621.9452,Non-Perisable,Low Visibilty
NCR18,15.85,Low Fat,0.0205,Household,44.511,OUT013,1987,High,Tier 3,Supermarket Type1,487.3342,Household,Low Visibilty
NCD30,19.7,Low Fat,0.0268,Household,97.673,OUT035,2004,Small,Tier 2,Supermarket Type1,1555.583,Household,Low Visibilty
FDH31,12,Regular,0.0204,Meat,100.104,OUT013,1987,High,Tier 3,Supermarket Type1,1422.2846,Perisable,Low Visibilty
FDC47,15,Low Fat,0.1191,Snack Foods,229.769,OUT049,1999,Medium,Tier 1,Supermarket Type1,3881.8113,Non-Perisable,High Visibility
FDZ21,17.6,Regular,0.0393,Snack Foods,94.741,OUT045,2002,,Tier 2,Supermarket Type1,1496.6331,Non-Perisable,Low Visibilty
FDM01,7.9,Regular,0.0947,Breakfast,102.533,OUT049,1999,Medium,Tier 1,Supermarket Type1,1213.6065,Non-Perisable,Low Visibilty
FDF24,15.5,Regular,0.0253,Baking Goods,82.893,OUT013,1987,High,Tier 3,Supermarket Type1,1238.7098,Perisable,Low Visibilty
FDW23,5.77,Low Fat,0.0825,Baking Goods,38.816,OUT017,2007,,Tier 2,Supermarket Type1,611.0951,Perisable,Low Visibilty
FDY52,6.37,Low Fat,0.0074,Frozen Foods,61.354,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.9507,Non-Perisable,Low Visibilty
FDR25,17,Regular,0.1397,Canned,266.488,OUT049,1999,Medium,Tier 1,Supermarket Type1,3055.3109,Non-Perisable,High Visibility
DRJ51,14.1,Low Fat,0.0884,Dairy,230.767,OUT018,2009,Medium,Tier 3,Supermarket Type2,3291.805,Perisable,Low Visibilty
NCU06,17.6,Low Fat,0.0744,Household,230.101,OUT035,2004,Small,Tier 2,Supermarket Type1,4048.1695,Household,Low Visibilty
NCV18,6.78,Low Fat,0.1057,Household,81.825,OUT018,2009,Medium,Tier 3,Supermarket Type2,1575.8136,Household,High Visibility
FDZ01,8.98,Regular,0.0091,Canned,104.399,OUT018,2009,Medium,Tier 3,Supermarket Type2,1167.0047,Non-Perisable,Low Visibilty
FDT14,10.7,Regular,0.1284,Dairy,120.344,OUT017,2007,,Tier 2,Supermarket Type1,1912.9414,Perisable,High Visibility
FDN09,14.15,Low Fat,0.0351,Snack Foods,243.883,OUT017,2007,,Tier 2,Supermarket Type1,3516.2662,Non-Perisable,Low Visibilty
NCO18,13.15,Low Fat,0.0413,Household,177.769,OUT010,1998,,Tier 3,Grocery Store,451.2356,Household,Low Visibilty
FDZ50,12.8,Regular,0.0792,Dairy,183.661,OUT045,2002,,Tier 2,Supermarket Type1,2417.9637,Perisable,Low Visibilty
FDS44,12.65,Regular,0.1559,Fruits and Vegetables,239.554,OUT013,1987,High,Tier 3,Supermarket Type1,3767.0157,Perisable,High Visibility
FDI36,12.5,Regular,0.0625,Baking Goods,197.743,OUT045,2002,,Tier 2,Supermarket Type1,2856.8202,Perisable,Low Visibilty
FDA26,7.86,Regular,0.1237,Dairy,218.348,OUT010,1998,,Tier 3,Grocery Store,409.7328,Perisable,High Visibility
NCY53,20,Low Fat,0.0586,Health and Hygiene,112.654,OUT049,1999,Medium,Tier 1,Supermarket Type1,1835.3712,Household,Low Visibilty
FDF32,16.35,Low Fat,0.0682,Fruits and Vegetables,199.343,OUT049,1999,Medium,Tier 1,Supermarket Type1,3022.2559,Perisable,Low Visibilty
FDF59,12.5,Low Fat,0.1192,Starchy Foods,126.302,OUT010,1998,,Tier 3,Grocery Store,231.6229,Non-Perisable,High Visibility
FDB20,7.72,Low Fat,0.052,Fruits and Vegetables,76.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1173.5049,Perisable,Low Visibilty
DRH11,5.98,Low Fat,0.0755,Hard Drinks,57.161,OUT035,2004,Small,Tier 2,Supermarket Type1,704.956,Drinks,Low Visibilty
FDT03,21.25,Low Fat,0.01,Meat,185.761,OUT049,1999,Medium,Tier 1,Supermarket Type1,1784.857,Perisable,Low Visibilty
NCH06,12.3,Low Fat,0.0765,Household,245.246,OUT035,2004,Small,Tier 2,Supermarket Type1,3440.5117,Household,Low Visibilty
FDR55,12.15,Regular,0.1323,Fruits and Vegetables,187.887,OUT049,1999,Medium,Tier 1,Supermarket Type1,2894.7982,Perisable,High Visibility
FDI10,8.51,Regular,0.0784,Snack Foods,171.742,OUT035,2004,Small,Tier 2,Supermarket Type1,3158.4656,Non-Perisable,Low Visibilty
FDZ12,9.17,Low Fat,0.1032,Baking Goods,141.247,OUT045,2002,,Tier 2,Supermarket Type1,1863.9478,Perisable,High Visibility
FDM12,16.7,Regular,0.07,Baking Goods,187.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,2816.6589,Perisable,Low Visibilty
DRB25,12.3,Low Fat,0.0696,Soft Drinks,107.494,OUT045,2002,,Tier 2,Supermarket Type1,1450.8139,Drinks,Low Visibilty
NCS41,12.85,Low Fat,0.0534,Health and Hygiene,182.761,OUT013,1987,High,Tier 3,Supermarket Type1,2683.9993,Household,Low Visibilty
NCT53,5.4,Low Fat,0.0482,Health and Hygiene,162.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,2308.0629,Household,Low Visibilty
NCD55,14,Low Fat,0.0243,Household,39.945,OUT013,1987,High,Tier 3,Supermarket Type1,506.6823,Household,Low Visibilty
FDY08,9.4,Regular,0.1713,Fruits and Vegetables,141.384,OUT049,1999,Medium,Tier 1,Supermarket Type1,2402.2066,Perisable,High Visibility
NCP55,14.65,Low Fat,0.0112,Others,54.461,OUT049,1999,Medium,Tier 1,Supermarket Type1,665.4731,Non-Perisable,Low Visibilty
FDA33,6.48,Low Fat,0.0339,Snack Foods,147.908,OUT013,1987,High,Tier 3,Supermarket Type1,2069.2879,Non-Perisable,Low Visibilty
FDQ33,13.35,Low Fat,0.0911,Snack Foods,148.671,OUT013,1987,High,Tier 3,Supermarket Type1,2671.132,Non-Perisable,Low Visibilty
FDT26,18.85,Regular,0.0679,Dairy,120.944,OUT013,1987,High,Tier 3,Supermarket Type1,1766.9231,Perisable,Low Visibilty
NCV53,8.27,Low Fat,0.0188,Health and Hygiene,238.988,OUT049,1999,Medium,Tier 1,Supermarket Type1,4130.5493,Household,Low Visibilty
NCJ29,10.6,Low Fat,0.0352,Health and Hygiene,83.422,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.958,Household,Low Visibilty
FDI15,13.8,low fat,0.1416,Dairy,265.088,OUT045,2002,,Tier 2,Supermarket Type1,4315.4312,Perisable,High Visibility
FDX21,7.05,Low Fat,0.0849,Snack Foods,110.591,OUT013,1987,High,Tier 3,Supermarket Type1,1720.6081,Non-Perisable,Low Visibilty
DRO59,11.8,Low Fat,0.0542,Hard Drinks,76.901,OUT046,1997,Small,Tier 1,Supermarket Type1,1218.7228,Drinks,Low Visibilty
FDZ14,7.71,Regular,0.0477,Dairy,122.476,OUT045,2002,,Tier 2,Supermarket Type1,1419.9445,Perisable,Low Visibilty
FDC33,8.96,Regular,0.0693,Fruits and Vegetables,198.677,OUT017,2007,,Tier 2,Supermarket Type1,3209.4545,Perisable,Low Visibilty
FDT14,10.7,Regular,0.2138,Dairy,121.644,OUT010,1998,,Tier 3,Grocery Store,229.6554,Perisable,High Visibility
DRK12,9.5,Low Fat,0.0419,Soft Drinks,32.39,OUT046,1997,Small,Tier 1,Supermarket Type1,510.4127,Drinks,Low Visibilty
FDX52,11.5,Regular,0.0421,Frozen Foods,194.882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2765.0729,Non-Perisable,Low Visibilty
FDX08,12.85,Low Fat,0.0378,Fruits and Vegetables,179.332,OUT010,1998,,Tier 3,Grocery Store,366.8445,Perisable,Low Visibilty
FDP10,19,Low Fat,0.2144,Snack Foods,105.862,OUT010,1998,,Tier 3,Grocery Store,186.4337,Non-Perisable,High Visibility
NCP50,17.35,Low Fat,0.0206,Others,78.762,OUT045,2002,,Tier 2,Supermarket Type1,1104.8901,Non-Perisable,Low Visibilty
NCL06,14.65,Low Fat,0.072,Household,259.859,OUT013,1987,High,Tier 3,Supermarket Type1,4433.9582,Household,Low Visibilty
FDP25,15.2,Low Fat,0.0212,Canned,219.382,OUT013,1987,High,Tier 3,Supermarket Type1,3335.6152,Non-Perisable,Low Visibilty
FDE53,10.9,Low Fat,0.0269,Frozen Foods,104.528,OUT013,1987,High,Tier 3,Supermarket Type1,1045.4863,Non-Perisable,Low Visibilty
FDL27,6.17,Low Fat,0.0107,Meat,66.383,OUT017,2007,,Tier 2,Supermarket Type1,997.4057,Perisable,Low Visibilty
FDC35,7.44,Low Fat,0.123,Starchy Foods,208.164,OUT049,1999,Medium,Tier 1,Supermarket Type1,2848.425,Non-Perisable,High Visibility
DRJ47,18.25,Low Fat,0.0741,Hard Drinks,171.308,OUT010,1998,,Tier 3,Grocery Store,372.6517,Drinks,Low Visibilty
FDD16,20.5,Low Fat,0.0365,Frozen Foods,75.87,OUT018,2009,Medium,Tier 3,Supermarket Type2,920.0079,Non-Perisable,Low Visibilty
NCN42,20.25,Low Fat,0.0142,Household,146.942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2508.1643,Household,Low Visibilty
NCO07,9.06,Low Fat,0.0098,Others,212.156,OUT045,2002,,Tier 2,Supermarket Type1,3375.2959,Non-Perisable,Low Visibilty
FDQ20,8.33,Low Fat,0.0298,Fruits and Vegetables,38.614,OUT049,1999,Medium,Tier 1,Supermarket Type1,534.9574,Perisable,Low Visibilty
FDI32,17.7,Low Fat,0.1744,Fruits and Vegetables,113.283,OUT046,1997,Small,Tier 1,Supermarket Type1,1739.7935,Perisable,High Visibility
FDN20,19.35,Low Fat,0.0438,Fruits and Vegetables,170.347,OUT010,1998,,Tier 3,Grocery Store,294.133,Perisable,Low Visibilty
FDU08,10.3,Low Fat,0.0274,Fruits and Vegetables,97.604,OUT045,2002,,Tier 2,Supermarket Type1,1189.6538,Perisable,Low Visibilty
FDD05,19.35,Low Fat,0.0278,Frozen Foods,121.81,OUT010,1998,,Tier 3,Grocery Store,230.5848,Non-Perisable,Low Visibilty
FDW15,15.35,Regular,0.0551,Meat,148.673,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.0758,Perisable,Low Visibilty
FDI52,18.7,Low Fat,0.1047,Frozen Foods,124.307,OUT046,1997,Small,Tier 1,Supermarket Type1,1516.1365,Non-Perisable,High Visibility
DRM11,6.57,Low Fat,0,Hard Drinks,261.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,3081.7205,Drinks,Unknown
NCO06,19.25,Low Fat,0.1082,Household,32.056,OUT045,2002,,Tier 2,Supermarket Type1,450.5332,Household,High Visibility
FDU38,10.8,Low Fat,0.0827,Dairy,190.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,2976.7682,Perisable,Low Visibilty
FDU59,5.78,Low Fat,0.0968,Breads,161.555,OUT018,2009,Medium,Tier 3,Supermarket Type2,2110.5717,Perisable,Low Visibilty
FDJ10,5.1,Regular,0.1295,Snack Foods,138.684,OUT046,1997,Small,Tier 1,Supermarket Type1,1699.0283,Non-Perisable,High Visibility
FDM13,6.43,Low Fat,0.0633,Breakfast,132.863,OUT049,1999,Medium,Tier 1,Supermarket Type1,862.8641,Non-Perisable,Low Visibilty
FDM45,8.66,Regular,0.0886,Snack Foods,121.776,OUT018,2009,Medium,Tier 3,Supermarket Type2,1808.9525,Non-Perisable,Low Visibilty
FDP36,10.4,Regular,0.0914,Baking Goods,50.101,OUT045,2002,,Tier 2,Supermarket Type1,758.4348,Perisable,Low Visibilty
NCD30,19.7,Low Fat,0.0449,Household,97.373,OUT010,1998,,Tier 3,Grocery Store,195.6125,Household,Low Visibilty
FDN48,13.35,Low Fat,0.0653,Baking Goods,93.78,OUT017,2007,,Tier 2,Supermarket Type1,1479.3661,Perisable,Low Visibilty
FDY32,7.61,Low Fat,0.1294,Fruits and Vegetables,161.221,OUT049,1999,Medium,Tier 1,Supermarket Type1,2547.5843,Perisable,High Visibility
FDU47,12.8,Regular,0.1139,Breads,141.584,OUT046,1997,Small,Tier 1,Supermarket Type1,1878.8546,Perisable,High Visibility
FDP34,12.85,Low Fat,0.138,Snack Foods,156.963,OUT017,2007,,Tier 2,Supermarket Type1,2081.9735,Non-Perisable,High Visibility
FDA47,10.5,Regular,0.1169,Baking Goods,163.621,OUT049,1999,Medium,Tier 1,Supermarket Type1,2487.6576,Perisable,High Visibility
FDW38,5.33,Regular,0.139,Dairy,54.13,OUT045,2002,,Tier 2,Supermarket Type1,702.8986,Perisable,High Visibility
NCN19,13.1,Low Fat,0.0121,Others,188.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,2844.396,Non-Perisable,Low Visibilty
FDG02,7.86,Low Fat,0.0113,Canned,190.219,OUT035,2004,Small,Tier 2,Supermarket Type1,2640.5381,Non-Perisable,Low Visibilty
FDS31,13.1,Regular,0.0442,Fruits and Vegetables,182.432,OUT035,2004,Small,Tier 2,Supermarket Type1,3087.5913,Perisable,Low Visibilty
FDZ47,20.7,Regular,0.1327,Baking Goods,99.804,OUT010,1998,,Tier 3,Grocery Store,175.7984,Perisable,High Visibility
FDO57,20.75,Low Fat,0.1093,Snack Foods,160.958,OUT017,2007,,Tier 2,Supermarket Type1,2446.4337,Non-Perisable,High Visibility
NCL07,13.85,Low Fat,0.0313,Others,39.148,OUT013,1987,High,Tier 3,Supermarket Type1,489.5097,Non-Perisable,Low Visibilty
NCV42,6.26,Low Fat,0.0314,Household,110.723,OUT013,1987,High,Tier 3,Supermarket Type1,1443.1955,Household,Low Visibilty
FDP40,4.56,Regular,0.0346,Frozen Foods,112.554,OUT017,2007,,Tier 2,Supermarket Type1,1775.269,Non-Perisable,Low Visibilty
